generation,best_fitness,mean_fitness,mean_reward,mean_survival,mean_floor_reached,mean_bosses_defeated,mean_chests_opened,mean_damage,mean_gate_distance,success_rate,champion_id,elite_ids
125,372.8110656738281,370.08746337890625,328.71466064453125,642.2000122070312,1.0,0.0,2.0,7.0,20.65625,0.0,3,3 1
126,392.9638366699219,389.2738342285156,347.5138244628906,650.0,1.0,0.0,2.0,7.0,19.96875,0.0,3,3 1
127,391.4037780761719,388.1836853027344,346.61773681640625,646.2000122070312,1.0,0.0,2.0,7.0,20.40625,0.0,3,3 1
128,393.16888427734375,389.4022521972656,348.8369445800781,631.2000122070312,1.0,0.0,2.0,7.0,21.125,0.0,3,3 2
129,402.9451904296875,401.1280822753906,359.5608825683594,646.2000122070312,1.0,0.0,2.0,7.0,20.6875,0.0,3,3 1
130,414.4390563964844,412.549072265625,370.7890625,650.0,1.0,0.0,2.0,7.0,20.15625,0.0,1,1 3
131,410.08587646484375,408.44903564453125,366.68902587890625,650.0,1.0,0.0,2.0,7.0,20.0625,0.0,3,3 1
132,356.088623046875,354.1423645019531,314.6167297363281,615.0,1.0,0.0,2.0,7.0,22.78125,0.0,3,3 1
133,377.3600769042969,376.23944091796875,336.9091491699219,611.5999755859375,1.0,0.0,2.0,7.0,22.03125,0.0,1,1 3
134,378.6100158691406,377.3439025878906,337.5492248535156,615.4000244140625,1.0,0.0,2.0,7.0,21.375,0.0,1,1 3
135,377.7955322265625,375.51873779296875,334.67718505859375,631.4000244140625,1.0,0.0,2.0,7.0,20.5625,0.0,3,3 1
136,355.07098388671875,353.6105041503906,313.91424560546875,613.5999755859375,1.0,0.0,2.0,7.0,21.3125,0.0,3,3 4
137,284.7430725097656,282.4751892089844,246.0380096435547,568.7999877929688,1.0,0.0,2.0,7.0,25.03125,0.0,1,1 3
138,357.10845947265625,354.209716796875,313.79656982421875,623.0,1.0,0.0,2.0,7.0,20.8125,0.0,3,3 4
139,377.048095703125,373.2630920410156,332.60772705078125,630.2000122070312,1.0,0.0,2.0,7.0,20.34375,0.0,3,3 2
140,363.9036560058594,360.9336853027344,321.664306640625,610.2000122070312,1.0,0.0,2.0,7.0,21.0,0.0,3,3 1
141,388.52001953125,385.0550231933594,343.2950134277344,650.0,1.0,0.0,2.0,7.0,20.15625,0.0,3,3 2
142,375.92169189453125,373.86798095703125,332.8720397949219,634.7999877929688,1.0,0.0,2.0,7.0,19.5,0.0,3,3 4
143,333.0209045410156,330.11376953125,292.1590881347656,586.5999755859375,1.0,0.0,2.0,7.0,22.0625,0.0,3,3 2
144,343.1626281738281,339.34991455078125,297.9920654296875,642.2000122070312,1.0,0.0,2.0,7.0,20.125,0.0,3,3 4
145,336.8420104980469,333.2688903808594,293.03546142578125,624.4000244140625,1.0,0.0,2.0,7.0,20.625,0.0,3,3 1
146,332.0182800292969,329.0969543457031,290.01226806640625,606.5999755859375,1.0,0.0,2.0,7.0,22.46875,0.0,3,3 4
147,361.3996887207031,358.72259521484375,317.5429382324219,638.4000244140625,1.0,0.0,2.0,7.0,20.09375,0.0,3,3 2
148,367.6297302246094,365.42559814453125,324.44183349609375,634.4000244140625,1.0,0.0,2.0,7.0,19.46875,0.0,3,3 2
149,370.2385559082031,365.8560485839844,324.24920654296875,647.0,1.0,0.0,2.0,7.0,19.34375,0.0,3,3 1
